Sample Number,Parameter Values,Tumor Reduction,Reason For Rejection,Rejection Category
1025,"{""drug_diffusion"": 5.780717181636915e-10, ""drug_efficacy"": 0.5789022994614801, ""drug_loading"": 0.22209540627839805, ""np_diffusion"": 8.055378538027349e-09, ""particle_size_nm"": 54.41961409740885, ""release_rate"": 0.015568402486078495, ""tumor_growth_rate"": 0.01667429506439457, ""uptake_rate"": 0.0982033934356704}",-27.4966496736,final tumor volume exceeds the initial tumor volume.,Treatment failure
1028,"{""drug_diffusion"": 5.404279726306548e-10, ""drug_efficacy"": 0.3088249868068293, ""drug_loading"": 0.26811196730700887, ""np_diffusion"": 8.97367030691814e-09, ""particle_size_nm"": 45.26495891054999, ""release_rate"": 0.17504294478962693, ""tumor_growth_rate"": 0.0493379129032109, ""uptake_rate"": 0.03027635591752057}",-683.913643741,final tumor volume exceeds the initial tumor volume.,Treatment failure
1029,"{""drug_diffusion"": 7.34010033060779e-09, ""drug_efficacy"": 0.7888060362286535, ""drug_loading"": 0.9762845640606359, ""np_diffusion"": 9.808519070475375e-09, ""particle_size_nm"": 197.15043132142162, ""release_rate"": 0.07568872258449787, ""tumor_growth_rate"": 0.04410309068797244, ""uptake_rate"": 0.08867204381440924}",-4.58535264239,final tumor volume exceeds the initial tumor volume.,Treatment failure
1030,"{""drug_diffusion"": 8.883494011652756e-09, ""drug_efficacy"": 0.930908200878336, ""drug_loading"": 0.23010528222924995, ""np_diffusion"": 9.945182414013155e-09, ""particle_size_nm"": 31.49615042560761, ""release_rate"": 0.033947586929301964, ""tumor_growth_rate"": 0.045138354973337666, ""uptake_rate"": 0.05231794089271411}",-107.43436697,final tumor volume exceeds the initial tumor volume.,Treatment failure
1032,"{""drug_diffusion"": 8.401751771667402e-10, ""drug_efficacy"": 0.38523125814738785, ""drug_loading"": 0.2958405076675443, ""np_diffusion"": 6.47918527538176e-09, ""particle_size_nm"": 198.89474405521966, ""release_rate"": 0.01240972710526602, ""tumor_growth_rate"": 0.012993123005950135, ""uptake_rate"": 0.028812063194259586}",-41.5610168161,final tumor volume exceeds the initial tumor volume.,Treatment failure
1034,"{""drug_diffusion"": 8.920893101707984e-10, ""drug_efficacy"": 0.35479386188277273, ""drug_loading"": 0.8448766830105063, ""np_diffusion"": 9.478298876685979e-09, ""particle_size_nm"": 149.28926268720224, ""release_rate"": 0.03249363021600876, ""tumor_growth_rate"": 0.04956568984281065, ""uptake_rate"": 0.01155463225112805}",-910.419655595,final tumor volume exceeds the initial tumor volume.,Treatment failure
1036,"{""drug_diffusion"": 9.279277884172547e-09, ""drug_efficacy"": 0.33321266210143435, ""drug_loading"": 0.9923768624736147, ""np_diffusion"": 7.859490788091104e-09, ""particle_size_nm"": 88.73491674796034, ""release_rate"": 0.12591128324681058, ""tumor_growth_rate"": 0.03140012793768955, ""uptake_rate"": 0.010177542940268272}",-148.524135572,final tumor volume exceeds the initial tumor volume.,Treatment failure
1038,"{""drug_diffusion"": 8.968209397641927e-09, ""drug_efficacy"": 0.33471803629648694, ""drug_loading"": 0.7876481599932441, ""np_diffusion"": 1.6193799718368434e-09, ""particle_size_nm"": 168.84752085107263, ""release_rate"": 0.15660420941503594, ""tumor_growth_rate"": 0.04557123991941647, ""uptake_rate"": 0.08649021546401281}",-528.820140872,final tumor volume exceeds the initial tumor volume.,Treatment failure
1039,"{""drug_diffusion"": 9.59274682452457e-09, ""drug_efficacy"": 0.45313857160191884, ""drug_loading"": 0.797792649626198, ""np_diffusion"": 1.4429355259596079e-09, ""particle_size_nm"": 29.37075644193454, ""release_rate"": 0.03035880619632536, ""tumor_growth_rate"": 0.04931518270707641, ""uptake_rate"": 0.056404796509593604}",-872.196330187,final tumor volume exceeds the initial tumor volume.,Treatment failure
1041,"{""drug_diffusion"": 9.45508146103026e-09, ""drug_efficacy"": 0.3418872564522576, ""drug_loading"": 0.23182022810479297, ""np_diffusion"": 9.938852355188857e-09, ""particle_size_nm"": 117.7522451566511, ""release_rate"": 0.099385602864188, ""tumor_growth_rate"": 0.04497475716082811, ""uptake_rate"": 0.049194873322006456}",-516.949656082,final tumor volume exceeds the initial tumor volume.,Treatment failure
1043,"{""drug_diffusion"": 6.751034830287649e-09, ""drug_efficacy"": 0.3311042516009602, ""drug_loading"": 0.7846634869740758, ""np_diffusion"": 1.3038677613123581e-09, ""particle_size_nm"": 56.89855254241763, ""release_rate"": 0.19118859604273739, ""tumor_growth_rate"": 0.046921931413137, ""uptake_rate"": 0.02790007737069744}",-566.711845728,final tumor volume exceeds the initial tumor volume.,Treatment failure
1044,"{""drug_diffusion"": 9.645205186057527e-09, ""drug_efficacy"": 0.32811888114147564, ""drug_loading"": 0.5997164812470336, ""np_diffusion"": 9.247393656862466e-09, ""particle_size_nm"": 52.11390450223579, ""release_rate"": 0.021988032894468226, ""tumor_growth_rate"": 0.015216635556514039, ""uptake_rate"": 0.03642889761374629}",-59.8347759577,final tumor volume exceeds the initial tumor volume.,Treatment failure
1045,"{""drug_diffusion"": 3.9790566981264494e-09, ""drug_efficacy"": 0.3309069514046102, ""drug_loading"": 0.3223641518421988, ""np_diffusion"": 1.8801866502580382e-09, ""particle_size_nm"": 113.3551457193102, ""release_rate"": 0.07465591464467795, ""tumor_growth_rate"": 0.04902172766383391, ""uptake_rate"": 0.09481020648463045}",-737.215697116,final tumor volume exceeds the initial tumor volume.,Treatment failure
1056,"{""drug_diffusion"": 8.483349536647736e-10, ""drug_efficacy"": 0.40171138842975496, ""drug_loading"": 0.9706036260202993, ""np_diffusion"": 4.74896773804556e-09, ""particle_size_nm"": 28.394586645429666, ""release_rate"": 0.09739612119221869, ""tumor_growth_rate"": 0.04002251222962815, ""uptake_rate"": 0.09618823441380348}",-278.132147755,final tumor volume exceeds the initial tumor volume.,Treatment failure
1061,"{""drug_diffusion"": 6.84427518374333e-09, ""drug_efficacy"": 0.34742554088174593, ""drug_loading"": 0.8443009560799397, ""np_diffusion"": 4.080067893167866e-09, ""particle_size_nm"": 161.37130321094088, ""release_rate"": 0.0322508150136555, ""tumor_growth_rate"": 0.031489766292172726, ""uptake_rate"": 0.015058107228815107}",-353.840658077,final tumor volume exceeds the initial tumor volume.,Treatment failure
1062,"{""drug_diffusion"": 2.3484026540195836e-09, ""drug_efficacy"": 0.3181992969761889, ""drug_loading"": 0.9807207249073551, ""np_diffusion"": 8.814213836834448e-09, ""particle_size_nm"": 42.3164109924344, ""release_rate"": 0.10799721941526103, ""tumor_growth_rate"": 0.020385236674112614, ""uptake_rate"": 0.032049975510813684}",-14.0934042343,final tumor volume exceeds the initial tumor volume.,Treatment failure
1063,"{""drug_diffusion"": 1.5233487727584195e-09, ""drug_efficacy"": 0.6546064544266782, ""drug_loading"": 0.7767924680466893, ""np_diffusion"": 9.458965408885782e-09, ""particle_size_nm"": 188.71508994063947, ""release_rate"": 0.049439526546303965, ""tumor_growth_rate"": 0.04890073040890324, ""uptake_rate"": 0.055838014537110174}",-280.84360314,final tumor volume exceeds the initial tumor volume.,Treatment failure
1064,"{""drug_diffusion"": 2.0015361738972448e-10, ""drug_efficacy"": 0.5752959460374569, ""drug_loading"": 0.5448583871815882, ""np_diffusion"": 1.1656561804006094e-09, ""particle_size_nm"": 163.11594295975584, ""release_rate"": 0.12830789782676263, ""tumor_growth_rate"": 0.04767911414517789, ""uptake_rate"": 0.012398250601880226}",-175.963802357,final tumor volume exceeds the initial tumor volume.,Treatment failure
1072,"{""drug_diffusion"": 9.628672196215054e-09, ""drug_efficacy"": 0.9128547117343586, ""drug_loading"": 0.6751629446771156, ""np_diffusion"": 9.323960573426085e-09, ""particle_size_nm"": 170.61368270718916, ""release_rate"": 0.01905441160303739, ""tumor_growth_rate"": 0.04652485518445513, ""uptake_rate"": 0.032200079731415254}",-340.19729741,final tumor volume exceeds the initial tumor volume.,Treatment failure
1074,"{""drug_diffusion"": 9.108061504181915e-09, ""drug_efficacy"": 0.3058163473616067, ""drug_loading"": 0.6655784958000908, ""np_diffusion"": 9.409903610158546e-09, ""particle_size_nm"": 173.87508183555653, ""release_rate"": 0.019309495133685774, ""tumor_growth_rate"": 0.020917989254939505, ""uptake_rate"": 0.08386427940759499}",-201.555304778,final tumor volume exceeds the initial tumor volume.,Treatment failure
1075,"{""drug_diffusion"": 8.869329733248037e-09, ""drug_efficacy"": 0.35029698621322897, ""drug_loading"": 0.20283547037396607, ""np_diffusion"": 8.99472583075915e-10, ""particle_size_nm"": 120.45302290699638, ""release_rate"": 0.09044376726297515, ""tumor_growth_rate"": 0.0474835506467466, ""uptake_rate"": 0.027494424146631058}",-605.221339765,final tumor volume exceeds the initial tumor volume.,Treatment failure
1076,"{""drug_diffusion"": 9.509537254488227e-09, ""drug_efficacy"": 0.3772473552226435, ""drug_loading"": 0.20679531701610798, ""np_diffusion"": 9.22625153387738e-09, ""particle_size_nm"": 32.463103900200366, ""release_rate"": 0.022127420963431215, ""tumor_growth_rate"": 0.03868202438757399, ""uptake_rate"": 0.015996372101323375}",-620.737169077,final tumor volume exceeds the initial tumor volume.,Treatment failure
1077,"{""drug_diffusion"": 5.121524925436267e-09, ""drug_efficacy"": 0.5738564594141855, ""drug_loading"": 0.7923168957508839, ""np_diffusion"": 9.345278990399287e-09, ""particle_size_nm"": 197.52653554656848, ""release_rate"": 0.19983581468650766, ""tumor_growth_rate"": 0.03646527198941906, ""uptake_rate"": 0.09149940555213575}",-7.05294009678,final tumor volume exceeds the initial tumor volume.,Treatment failure
1078,"{""drug_diffusion"": 8.013660605656442e-09, ""drug_efficacy"": 0.38594166776586236, ""drug_loading"": 0.20069926299005433, ""np_diffusion"": 2.513731975547001e-09, ""particle_size_nm"": 26.76270835718996, ""release_rate"": 0.18974265614305644, ""tumor_growth_rate"": 0.03733526311025453, ""uptake_rate"": 0.08253812813664181}",-201.272008862,final tumor volume exceeds the initial tumor volume.,Treatment failure
1079,"{""drug_diffusion"": 6.163520189931366e-09, ""drug_efficacy"": 0.7348257593607004, ""drug_loading"": 0.2966759347390136, ""np_diffusion"": 9.835191000978975e-09, ""particle_size_nm"": 175.25000237597598, ""release_rate"": 0.030433671442586817, ""tumor_growth_rate"": 0.04828317487556594, ""uptake_rate"": 0.09293201197659998}",-414.674317378,final tumor volume exceeds the initial tumor volume.,Treatment failure
1084,"{""drug_diffusion"": 5.508167028841705e-09, ""drug_efficacy"": 0.5131200424177687, ""drug_loading"": 0.2276995767087765, ""np_diffusion"": 1.3821572839862607e-10, ""particle_size_nm"": 22.51794845235451, ""release_rate"": 0.011211141319244309, ""tumor_growth_rate"": 0.0415715131291988, ""uptake_rate"": 0.0655413680373057}",-856.346259452,final tumor volume exceeds the initial tumor volume.,Treatment failure
1086,"{""drug_diffusion"": 1.8855637627012423e-09, ""drug_efficacy"": 0.3582749587578444, ""drug_loading"": 0.8089966692978314, ""np_diffusion"": 4.695712280252768e-10, ""particle_size_nm"": 155.39393997627113, ""release_rate"": 0.18382381022738586, ""tumor_growth_rate"": 0.04683622460966329, ""uptake_rate"": 0.08920570411177092}",-505.931199601,final tumor volume exceeds the initial tumor volume.,Treatment failure
1089,"{""drug_diffusion"": 1.7050987449743543e-10, ""drug_efficacy"": 0.974734173708844, ""drug_loading"": 0.3737857290832892, ""np_diffusion"": 6.076959962776868e-09, ""particle_size_nm"": 54.68813166057598, ""release_rate"": 0.019446828290172708, ""tumor_growth_rate"": 0.04940470300974055, ""uptake_rate"": 0.06833063359491452}",-422.787593592,final tumor volume exceeds the initial tumor volume.,Treatment failure
1091,"{""drug_diffusion"": 4.12102060570525e-09, ""drug_efficacy"": 0.42981163720674653, ""drug_loading"": 0.9561590570821894, ""np_diffusion"": 2.698911208781406e-09, ""particle_size_nm"": 190.7564542380804, ""release_rate"": 0.03000435725942595, ""tumor_growth_rate"": 0.04262225141571657, ""uptake_rate"": 0.09629970114558929}",-683.003052424,final tumor volume exceeds the initial tumor volume.,Treatment failure
1093,"{""drug_diffusion"": 6.1322515854287154e-09, ""drug_efficacy"": 0.7225358318289397, ""drug_loading"": 0.8843103820108207, ""np_diffusion"": 6.26310605507942e-09, ""particle_size_nm"": 73.5734045027906, ""release_rate"": 0.04252342661417002, ""tumor_growth_rate"": 0.03330518121745386, ""uptake_rate"": 0.0894522406537403}",-25.5711842317,final tumor volume exceeds the initial tumor volume.,Treatment failure
1096,"{""drug_diffusion"": 1.1136800748380755e-09, ""drug_efficacy"": 0.3318213590825852, ""drug_loading"": 0.4433440516530969, ""np_diffusion"": 6.594973081420782e-09, ""particle_size_nm"": 22.11400527153196, ""release_rate"": 0.0164893577277184, ""tumor_growth_rate"": 0.04610436905507257, ""uptake_rate"": 0.08509176531250855}",-1110.44409189,final tumor volume exceeds the initial tumor volume.,Treatment failure
1097,"{""drug_diffusion"": 2.533214756298704e-10, ""drug_efficacy"": 0.9178088200258074, ""drug_loading"": 0.8737609955925145, ""np_diffusion"": 1.3296543264088532e-09, ""particle_size_nm"": 21.954120126410857, ""release_rate"": 0.05231020663046297, ""tumor_growth_rate"": 0.0432722406622902, ""uptake_rate"": 0.08057189936665513}",-1.84041843887,final tumor volume exceeds the initial tumor volume.,Treatment failure
1100,"{""drug_diffusion"": 3.351623918241391e-09, ""drug_efficacy"": 0.3315293046580822, ""drug_loading"": 0.6888865117053784, ""np_diffusion"": 8.040219143732703e-09, ""particle_size_nm"": 86.2578260827197, ""release_rate"": 0.19598468851187711, ""tumor_growth_rate"": 0.04368564335402601, ""uptake_rate"": 0.06619423489332954}",-458.615659716,final tumor volume exceeds the initial tumor volume.,Treatment failure
1106,"{""drug_diffusion"": 9.693493342797479e-09, ""drug_efficacy"": 0.33374961312700496, ""drug_loading"": 0.4814017970216821, ""np_diffusion"": 3.4970799902452866e-09, ""particle_size_nm"": 139.11927745032895, ""release_rate"": 0.19329657902852873, ""tumor_growth_rate"": 0.047237744565259324, ""uptake_rate"": 0.013270285671440282}",-559.034118078,final tumor volume exceeds the initial tumor volume.,Treatment failure
1107,"{""drug_diffusion"": 5.8406068467395795e-09, ""drug_efficacy"": 0.3272389595371261, ""drug_loading"": 0.7782913323904823, ""np_diffusion"": 9.99033881461552e-09, ""particle_size_nm"": 61.12567360003008, ""release_rate"": 0.058830113610754284, ""tumor_growth_rate"": 0.044205347660115156, ""uptake_rate"": 0.026814095960820322}",-611.02742858,final tumor volume exceeds the initial tumor volume.,Treatment failure
1109,"{""drug_diffusion"": 9.653834121915113e-09, ""drug_efficacy"": 0.31045555503764477, ""drug_loading"": 0.5275277266520352, ""np_diffusion"": 4.6919223135807315e-09, ""particle_size_nm"": 79.78132997534227, ""release_rate"": 0.06819228609711496, ""tumor_growth_rate"": 0.028022483437305998, ""uptake_rate"": 0.09242190558012948}",-170.4086195,final tumor volume exceeds the initial tumor volume.,Treatment failure
1110,"{""drug_diffusion"": 9.959544307154556e-09, ""drug_efficacy"": 0.3994294165399246, ""drug_loading"": 0.237126160100438, ""np_diffusion"": 6.184411424003313e-09, ""particle_size_nm"": 178.1808504146505, ""release_rate"": 0.15964954416652458, ""tumor_growth_rate"": 0.04050591607528943, ""uptake_rate"": 0.09347444786212845}",-256.949611166,final tumor volume exceeds the initial tumor volume.,Treatment failure
1125,"{""drug_diffusion"": 8.07720196057936e-09, ""drug_efficacy"": 0.5590172364658719, ""drug_loading"": 0.7268149998388664, ""np_diffusion"": 8.48935233910507e-09, ""particle_size_nm"": 173.94182271512992, ""release_rate"": 0.07446274539957033, ""tumor_growth_rate"": 0.04889529989848048, ""uptake_rate"": 0.011486000518560753}",-255.761839137,final tumor volume exceeds the initial tumor volume.,Treatment failure
1126,"{""drug_diffusion"": 2.615271948881784e-09, ""drug_efficacy"": 0.5736416615583342, ""drug_loading"": 0.2915236049042329, ""np_diffusion"": 4.428200963429577e-09, ""particle_size_nm"": 107.4214847544316, ""release_rate"": 0.057647172381110445, ""tumor_growth_rate"": 0.03599105374200137, ""uptake_rate"": 0.0403977949970954}",-83.8883454047,final tumor volume exceeds the initial tumor volume.,Treatment failure
1131,"{""drug_diffusion"": 6.145155664436949e-09, ""drug_efficacy"": 0.836624125951013, ""drug_loading"": 0.3055834137190869, ""np_diffusion"": 2.5619453880198315e-09, ""particle_size_nm"": 93.25945592670708, ""release_rate"": 0.018138083874427554, ""tumor_growth_rate"": 0.04954396573138245, ""uptake_rate"": 0.09775214388831763}",-639.798348785,final tumor volume exceeds the initial tumor volume.,Treatment failure
